division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Jurinea Cass.,Наголоватка,Jurinea trautvetteriana Regel & Schmalh.,наголоватка Траутфеттера,Trautfetter yurineyasi,,ko'p yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, jarliklar, ola-bula rangli tog' jinslari ochilmalari, tog' etaklari tekisliklar","tekislik, tog'oldi, past tog'lar",foydalanilmaydi,g'arbiy Pomir-Oloy,"vodiy d. Sirdaryo, Pomir-Oloy (tizmalari Nurota, Molguzar, Zarafshon, Turkiston, Zirabuloq-Ziyovuddin tog'lari, tizmalari Hisor, Ko'hitang)",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Jurinea Cass.,Наголоватка,Jurinea tscherneviae Tojibaev & Turginov,наголоватка Черневой,Cherneva yurineyasi,,ko'p yillik,toshloq yonbag'irlar,"o'rta tog'lar, baland tog'lar",foydalanilmaydi,Boysun tog'lari,Hisor tizmasi: Boysun tog'lari,Boysun tog'lari,"Boysun tog'lar endemigi, O'zbekiston endemigi",yo'q,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Jurinea Cass.,Наголоватка,Jurinea winklerii Iljin,наголоватка Винклера,Vinkler yurineyasi,,ko'p yillik,"qumlar, tog' etaklari tekisliklar, lyossli, mayda tuproqli, shag'alli yonbag'irlar, shag'alzorlar, jarliklar, konglomeratlar, ola-bula rangli tog' jinslari ochilmalari","tekislik, tog'oldi",foydalanilmaydi,"Farg'ona vodiy, g'arbiy Tyanshan, shimoliy Pomir-Oloy","Farg'ona vodiy, vodiy d. Sirdaryo, Tyanshan (tizmalari Chotqol, Qurama, Farg'ona), Pomir-Oloy (Oloy tizmasi, Zirabuloq-Ziyovuddin tog'lari)",,,,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Jurinea Cass.,Наголоватка,Jurinea xeranthemoides  Iljin,наголоватка бессмертниковая,o'lmaso'tday yurineya,,ko'p yillik,"qumlar, toshloq, shag'alli yonbag'irlar, qoyalar, tosh sochilmalari","tekislik, tog'oldi",foydalanilmaydi,"Farg'ona vodiy, Oloy tizmasi","Farg'ona vodiy: dasht Tuya-Muyun, Pomir-Oloy (tizmasi Oloy)",Farg'ona vodiy,,yo'q,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Jurinea Cass.,Наголоватка,Jurinea zakirovii Iljin,наголоватка Закирова,Zokirov yurineyasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,foydalanilmaydi,Nurota tog'lari,"Pomir-Oloy (tizmasi Nurota: atrofi tomon. Lyangar, mavze Yangokli)",Nurota tog'lari,"Nurota tog'lar endemigi, O'zbekiston endemigi",Nurota qo'riqxonasi,true,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Pilostemon Iljin,Волосопыльник,Pilostemon karategini (Lipsky) Iljin,волосопыльник каратегинский,Qorategin sochkesari,,ko'p yillik,"daryo vodiylari, shag'alzorlar, quruq o'zanlar, lyossli, mayda tuproqli, toshloq yonbag'irlar",tog'oldi,foydalanilmaydi,"O'rta Osiyo, Afg'oniston","daryo vodiylari Sirdaryo, Zarafshon, Tyanshan (tizmalari Farg'ona, Oto'ynoq, Chotqol, Qurama), Pomir-Oloy (vodiylar istokov Vaxsha, past tog'lar janubiy Tojikiston)",,,,false,многолетнее,perennial,предгорья,foothills,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Polytaxis Bunge,Политаксис,Polytaxis lehmannii Bunge,политаксис Лемана,Leman politaksisi,,bir yillik,"qoldiq tog'li past tog'lar, ola-bula rangli tog' jinslari ochilmalari, mayda tuproqli, shag'alli, toshloq yonbag'irlar","tekislik, tog'oldi",foydalanilmaydi,O'rta Osiyo,"vodiy d. Amudaryo, Qizilqum, vodiy d. Zarafshon, Surxon-Sherobod vodiy, Qoraqum, Pomir-Oloy (tizmalari Hisor: janubo-g'arb. tarmoqlari, Ko'hitang)",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Rhaponticum Ludw.,Рапонтикум,Rhaponticum integrifolium C. Winkl.,"рапонтикум цельнолистный, большеголовник цельнолистный",yaxlityaproq sodak,,ko'p yillik,"mayda tuproqli, shag'alli yonbag'irlar",o'rta tog'lar,foydalanilmaydi,"O'rta Osiyo, Afg'oniston","Pomir-Oloy (tizmalari Zarafshon: yugo-vost. qismi, Hisor, Qorategin, Pyotr I, Darvoz, Bobotog', past tog'lar janubiy Tojikiston)",,,,false,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Rhaponticum Ludw.,Рапонтикум,Rhaponticum nanum Lipsky,"рапонтикум карликовый, большеголовник карликовый",pasttak sodak,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, qoyalar, ohaktosh ochilmalari",baland tog'lar,foydalanilmaydi,"O'rta Osiyo, Eron","Tyanshan (tizmalari Chotqol, Qurama), Pomir-Oloy (tizmalari Zarafshon, Hisor)",,,,false,многолетнее,perennial,высокогорья,high mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Rhaponticum Ludw.,Рапонтикум,Rhaponticum namanganicum Iljin,"рапонтикум наманганский, большеголовник наманганский",Namangan sodagi,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari",o'rta tog'lar,foydalanilmaydi,g'arbiy Tyanshan,"Tyanshan (tizmalari Ugom, Chotqol)",,,,false,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Rhaponticum Ludw.,Рапонтикум,Rhaponticum nitidum Fisch.,"рапонтикум блестящий, большеголовник блестящий",ajoyib sodak,,ko'p yillik,"qumli, gilli cho'llar, qoldiq tog'li past tog'lar, daryo qirg'oqlari, quruq o'zanlar",tekislik,foydalanilmaydi,O'rta Osiyo (shimoliy cho'l qismi),"Zaysan botiq, Qozog'iston past tog'lik, To'rg'ay botiq, Emba plato, Balxashbo'yi, Orolbo'yi cho'llar, Kaspiybo'yi pasttekislik, Betpaqdala, Ustyurt, vodiy d. Sirdaryo, quyi oqimi d. Sarisuv",,,,false,многолетнее,perennial,равнина,plain,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Amberboa (Pers.) Less.,Амбербоа,Amberboa bucharica Iljin,амбербоа бухарская,Buxoro amberboasi,,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari","tekislik, past tog'lar",foydalanilmaydi,"O'rta Osiyo, Eron, Afg'oniston","qumlar Sundukli, daryo vodiylari Sirdaryo, Amudaryo, Zarafshon, Farg'ona vodiy, Surxon-Sherobod vodiy, Toshkent atrofi cho'li, Tyanshan (tizmalari Chotqol, Farg'ona, Mo'g'ultov), Pomir-Oloy (tizmalari Oloy, Ko'hitang, past tog'lar janubiy Tojikiston), Kopetdog': sharqiy va markaziy",,,,false,однолетнее,annual,"равнина, низкогорья","plain, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Amberboa (Pers.) Less.,Амбербоа,Amberboa nana (Boiss.) Iljin,амбербоа карликовая,pakana amberboa,,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, shag'alzorlar, daryo vodiylari","tog'oldi, past tog'lar",foydalanilmaydi,"ortiKavkaze, O'rta Osiyo, Eron","Ustyurt: Kabanbay, Aktikenli, Mang'ishloq, vodiy d. Amudaryo: Jumirtau, Qizilqum: Sulton Uvays tog'i",,,,false,однолетнее,annual,"предгорья, низкогорья","foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Amberboa (Pers.) Less.,Амбербоа,Amberboa turanica Iljin,амбербоа туранская,Turon amberboasi,,bir yillik,"qumli, gilli cho'llar, lyossli yonbag'irlar, vohalar","tekislik, tog'oldi, past tog'lar",foydalanilmaydi,"Sharqiy Yevropa, Kavkaz, O'rta Osiyo, Eron, Afg'oniston, Pokiston, g'arbiy Xitoy, G'arbiy Sibir",Butun O'rta Osiyo bo'ylab,,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea adpressa Ledeb.,василек прижаточешуйный,yopishgantangachali bo'tako'z,,ko'p yillik,"qumli, gilli, shag'alli cho'llar, toshloq yonbag'irlar, o'tloqlar, dalalar, tashlandiq ekin maydonlari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",begona o't,"Sharqiy Yevropa, Kavkaz, O'rta Osiyo, Kichik Osiyo, g'arbiy Xitoy, G'arbiy Sibir","Zaysan botiq, Qozog'iston past tog'lik, To'rg'ay botiq, Balxashbo'yi, Orolbo'yi, Kaspiybo'yi cho'llar, Betpaqdala, Emba plato, Mo'yinqum, Ustyurt, Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan (tizmalari Iliorti, Kungay, Qirg'iz, Talas Olatov, Qoratov, Farg'ona, tog'lari o'rta oqimida d. Norin, Sandalash, Chotqol: daryo vodiylari Aflatun va Xodja-Atasu)",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea belangeriana (DC.) Stapf,василек Беланже,Belanje bo'tako'zi,,bir yillik,"qumli, gilli cho'llar, tog' etaklari tekisliklar, lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, dalalar, tashlandiq ekin maydonlari, bo'sh yerlar","tekislik, tog'oldi, past tog'lar",begona o't,"O'rta Osiyo, Eron, Hindiston","Qoratovbo'yi tog' etagi tekislik, Qizilqum, vodiylar d. Amudaryo, Zarafshon, Surxon-Sherobod vodiy, Qoraqum, janubiy-3apadnaya Turkmaniston pasttekislik, Tyanshan (tizmasi Qurama), Pomir-Oloy (tizmalari Nurota, Zarafshon, Zirabuloq-Ziyovuddin tog'lari, tizmalari Hisor, Boysun tog'lari, Ko'hitang, Bobotog', nizkotorya janubiy Tojikiston), Kopetdog', Qorabel, Badhiz",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",сорное,weed
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea cyanus L.,"василек посевной, синий","ekma bo'tako'z, moviy bo'tako'z",,bir yillik,"dalalar, tashlandiq ekin maydonlari, begona o'tli joylar, qirg'oqlar ariqlar, lyossli, mayda tuproqli, shag'alli yonbag'irlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, zaharli, bo'yoqbop, manzarali, asalbop, begona o't",Shimoliy yarimsharning mo'tadil mintaqasi (Golarktika),"Qozog'iston past tog'lik, Mugodjari, Tarbag'atoy, Jung'or Olatovi, Tyanshan (tizmalari Iliorti, Kungay, Qirg'iz Olatov, Qoratov), Pomir-Oloy (tizmalari Turkiston, Nurota, Zarafshon, Hisor), Kopetdog'",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, ядовитое, красильное, декоративное, медоносное, сорное","medicinal, poisonous, dye, ornamental, melliferous, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea depressa M. Bieb.,василек придавленный,yassilangan bo'tako'z,,bir yillik,"dalalar, tashlandiq ekin maydonlari, begona o'tli joylar, qirg'oqlar ariqlar, lyossli, mayda tuproqli, shag'alli yonbag'irlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, manzarali, asalbop, begona o't","O'rta yer dengizi mintaqasi, Kavkaz, O'rta Osiyo, Kichik Osiyo, Afg'oniston, Hindiston","Turgayckaya botiq, vodiy d. Chu, Mo'yinqum, Qoratovorti tekislik, Qoratovbo'yi tog' etagi tekislik, Qizilqum, vodiy d. Amudaryo, Sirdaryo, Farg'ona vodiy, Toshkent atrofi cho'li, vodiy d. Zarafshon, Tyanshan (tizmalari Qoratov, Talas Olatov, Qorajontov, Ugom, Chotqol, Qurama), Pomir-Oloy (tizmalari Oloy, Turkiston, Nurota, Zarafshon, Hisor, past tog'lar janubiy Tojikiston), Kopetdog', Badhiz",,,,false,однолетнее,annual,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, декоративное, медоносное, сорное","medicinal, ornamental, melliferous, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea gontscharovii Iljin,василек Гончарова,Goncharov bo'tako'zi,,ko'p yillik,"toshloq yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari","tog'oldi, past tog'lar, o'rta tog'lar",foydalanilmaydi,Pomir-Oloy,"Pomir-Oloy (tizmalari Zarafshon: janub. yonbag'ir, Hisor, Ko'hitang, Vaxsh, Boysun tog'lari, Hazrati Shoh, past tog'lar janubiy Tojikiston)",,,,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea iberica Trevir. ex Spreng,василек иберийский,"Iberiya bo'tako'zi, ko'ztikon",,ikki yillik,"begona o'tli joylar, qirg'oqlar ariqlar, yoqalari yo'llar, bo'sh yerlar, daryo vodiylari, lyossovie, mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar","dorivor, begona o't","Yevropa, sharqiy O'rta yer dengizi mintaqasi, Kavkaz, O'rta Osiyo, Eron, Hindiston, g'arbiy Xitoy","To'rg'ay botiq, Olaqol botiq, Kaspiybo'yi pasttekislik, Mo'yinqum, Chu vodiy, Farg'ona vodiy, Mirzacho'l, Janubi-g'arbiy Turkmaniston pasttekislik, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Qirg'iz, Talas Olatov, Qoratov, Qorajontov, Ugom, Chotqol, Qurama, Farg'ona, Mo'g'ultov), Pomir-Oloy (tizmalari Oloy, Nurota, Turkiston, Zarafshon, Hisor, Boysun tog'lari, Ko'hitang, g'arbiy Pomir: sh. Xorug', d. Bartang, past tog'lar janubiy Tojikiston), Kopetdog', Katta Balxan",,,,false,двулетнее,biennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains","лекарственное, сорное","medicinal, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea lasiopoda Popov & Kult.,василек шерстистоногий,tukoyoq bo'tako'z,,ko'p yillik,toshloq yonbag'irlar,"tog'oldi, past tog'lar",foydalanilmaydi,"Toshkent atrofi cho'li, g'arbiy Tyanshan","Toshkent atrofi cho'li (tog'lari Olimtov), Tyanshan (tizmalari Qorajontov, Koksuyskiy, Chotqol, Mo'g'ultov)",,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea modestii Fed.,василек Модеста,Modest bo'tako'zi,,ko'p yillik,"shag'alli, toshloq yonbag'irlar",o'rta tog'lar,foydalanilmaydi,"Tyanshan, Pomir-Oloy","Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Qirg'iz, Talas Olatov, Qoratov, tog'lari o'rta oqimida d. Norin, Farg'ona, Chotqol, Piskom), Pomir-Oloy (tizmalari Turkiston, Zarafshon, Hisor)",,,,false,многолетнее,perennial,среднегорья,mid mountains,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea ruthenica Lam.,василек русский,rus bo'tako'zi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoyalar, ohaktosh ochilmalari, tog' etaklari tekisliklar, dalalar, tashlandiq ekin maydonlari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, moyli, manzarali, asalbop","Yevropa, O'rta yer dengizi mintaqasi, Kavkaz, O'rta Osiyo, Eron, Afg'oniston, Pokiston, G'arbiy Sibir","Zaysan botiq, Qozog'iston past tog'lik, To'rg'ay botiq, Olaqol botiq, Balxashbo'yi cho'llar, Tarbag'atoy, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti Olatov, Qirg'iz, Talas Olatov, Qoratov, Suusamir, Uzun-Ahmat, Farg'ona, Mo'g'ultov), Pomir-Oloy (Oloy vodiy, tizmalari Oloy, Turkiston, Zarafshon, Hisor, Pyotr I, Darvoz, Vaxsh, g'arbiy Pomir: tizmalari Vanj, Shug'non)",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, масличное, декоративное, медоносное","medicinal, oil-bearing, ornamental, melliferous"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea solstitialis L.,василек солнечный,quyoshli bo'tako'z,,ikki yillik,"begona o'tli joylar, bog'lar, tashlandiq ekin maydonlari, bo'sh yerlar, yoqalari yo'llar, qirg'oqlar ariqlar, lyossli, mayda tuproqli, shag'alli yonbag'irlar","tekislik, tog'oldi","dorivor, begona o't","vatani janubiy-Sharqiy Yevropa, Kavkaz, O'rta Osiyo. invaziv begona o't, kosmopolit","Janubi-g'arbiy Turkmaniston pasttekislik, Surxon-Sherobod vodiy, Pomir-Oloy (tizmalari Turkiston, Zarafshon, Hisor, Ko'hitang, Vaxsh, past tog'lar janubiy Tojikiston), Kopetdog', Qorabel, Badhiz",,,,false,двулетнее,biennial,"равнина, предгорья","plain, foothills","лекарственное, сорное","medicinal, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea squarrosa Willd.,василек растопыренный,tosh kakra,,ikki yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoldiq tog'li past tog'lar, qumli, gilli, shag'alli cho'llar, dalalar, tashlandiq ekin maydonlari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, begona o't, asalbop","Kavkaz, O'rta Osiyo, Kichik Osiyo","To'rg'ay botiq, Olaqol botiq, Kaspiybo'yi, Orolbo'yi, Balxashbo'yi cho'llar, Betpaqdala, Mo'yinqum, Ustyurt, Mang'ishloq, Qizilqum, vodiy d. Amudaryo, Zarafshon, Farg'ona vodiy, Surxon-Sherobod vodiy, Janubi-g'arbiy Turkmaniston pasttekislik, Tarbag'atoy, Jung'or Olatovi, Tyanshan (Chu-Ili tog'lari, tizmalari Iliorti, Kungay, Qirg'iz, Talas Olatov, Qoratov, Qorajontov, Ugom, Chotqol, Piskom, Farg'ona, Qurama, Mo'g'ultov), Pomir-Oloy (tizmalari Oloy, Molguzar, Turkiston, Nurota, Zarafshon, Zirabuloq-Ziyovuddin tog'lari, Hisor, Ko'hitang, past tog'lar janubiy Tojikiston, g'arbiy Pomir), Kopetdog', Katta Balxan, Qorabel, Badhiz",,,,false,двулетнее,biennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, сорное, медоносное","medicinal, weed, melliferous"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Centaurea L.,Василек,Centaurea turkestanica Franch.,василек туркестанский,Turkiston bo'tako'zi,,ko'p yillik,toshloq yonbag'irlar,"past tog'lar, o'rta tog'lar",foydalanilmaydi,"g'arbiy Tyanshan, shimoli-g'arbiy Pomir-Oloy","Tyanshan (tizmalari Talas Olatov, Qoratov, Qorajontov, Ugom, Piskom, Sandalash, Chotqol), Pomir-Oloy (Turkiston tizmasi)",,,,false,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Acroptilon Cass.,Горчак,Acroptilon repens (L.) DC.,горчак ползучий,"o'rmalovchi kakra, kakra",,ko'p yillik,"qumli, gilli, shag'alli cho'llar, sho'rtob o'tloqlar, sho'rxoklar, suv havzalari qirg'oqlari, mayda tuproqli, toshloq yonbag'irlar, dalalar, tashlandiq ekin maydonlari, yoqalari yo'llar, aholi punktlari, begona o'tli joylar","tekislik, tog'oldi, past tog'lar","dorivor, zaharli, asalbop, begona o't","vatani Yevrosiyo. invaziv begona o't, kosmopolit","barcha hududlarda o'rta Osiyo, bundan tashqari Kopetdog'va, Bolshix Balxanov va Badxiza",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains","лекарственное, ядовитое, медоносное, сорное","medicinal, poisonous, melliferous, weed"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Oligochaeta (DC.) Koch.,Олигохета,Oligochaeta minima (Boiss.) Briq.,олигохета мелкая,mayda oligoxeta,,bir yillik,"qumli, shag'alli cho'llar, qoldiq tog'li past tog'lar",tekislik,foydalanilmaydi,"O'rta Osiyo, Eron, Afg'oniston, Pokiston","Qizilqum, Qoraqum, vodiy d. Amudaryo",,,,false,однолетнее,annual,равнина,plain,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Oligochaeta (DC.) Koch.,Олигохета,Oligochaeta vvedenskyi (Popov) Soják,олигохета Введенского,Vvedenskiy oligoxetasi,,bir yillik,"ola-bula rangli tog' jinslari ochilmalari, qoldiq tog'li past tog'lar",tog'oldi,foydalanilmaydi,"daryo vodiylari Amudaryo, Zarafshon va Surxondaryo","daryo vodiylari Amudaryo, Zarafshon va Surxondaryo",,O'zbekiston endemigi,yo'q,true,однолетнее,annual,предгорья,foothills,не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Schischkinia Iljin,Шишкиния,Schischkinia albispina (Bunge) Iljin,шишкиния белощетинистая,oqtukli shishkiniya,,bir yillik,"toshloq, shag'alli yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari, qumli, gilli, shag'alli cho'llar, qoldiq tog'li past tog'lar","tekislik, tog'oldi",foydalanilmaydi,"O'rta Osiyo, Eron, Afg'oniston, Pokiston","Balxashbo'yi, Orolbo'yi cho'llar, Kaspiybo'yi pasttekislik, Betpaqdala, Ustyurt, Mo'yinqum, Qizilqum, Farg'ona vodiy, daryo vodiylari Amudaryo, Sirdaryo, qumlar Sundukli, Qoraqum, Tyanshan (Chu-Ili tog'lari, tizmasi Qoratov), Pomir-Oloy tizmalari Zarafshon, Hisor, Ko'hitang, past tog'lar janubiy Tojikiston)",,,,false,однолетнее,annual,"равнина, предгорья","plain, foothills",не используется,not used
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Asterales,Астроцветные,Asteraceae,Сложноцветные,Asteraceae,Hyalea (DC.) Jaub. et Spach,Гиалея,Hyalea pulchella (Ledeb.) Koch,гиалея красивая,chiroyli gialeya,,bir yillik,"qumli cho'llar, shag'alzorlar, qumlashgan, mayda tuproqli, shag'alli, toshloq yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari, tosh sochilmalari, dalalar, tashlandiq ekin maydonlari",past tog'lar,foydalanilmaydi,"Kavkaz, o'rta, kichik va Markaziy Osiyo, Eron, Afg'oniston",O'rta Osiyo (barcha hududlar),,,,false,однолетнее,annual,низкогорья,low mountains,не используется,not used
